id,rate_id,date,code,status,created_at,updated_at
a07de280-ebfe-4317-baab-556b79300aeb,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5513014,1,2023-07-04 07:53:53.050855,2023-07-04 07:53:54.269156
7f629914-c38f-4300-a593-f91dd7df3d2b,b084465c-2129-498a-b270-527156508790,2023-07-02 22:00:00,82560340,1,2023-07-03 05:46:12.29219,2023-07-03 07:46:44.387919
35939739-f5e6-4cf0-8ddc-8dc53df4039b,bfb5a862-501f-4a0a-a7a1-5aff5b378ee0,2023-07-02 22:00:00,5516623,1,2023-07-03 07:48:13.874949,2023-07-03 09:53:25.187805
311c9f51-4d06-46bb-8dea-6f42e9ac94df,4d608e79-0fd0-4809-9cc7-cdca07a4a59b,2023-07-02 22:00:00,165244,1,2023-07-03 09:46:51.61172,2023-07-03 09:53:25.898376
a0ead62c-7ec6-45d9-bfbe-948f509baf88,c13c6626-6d56-4abc-a2dc-f2050c4fb85d,2023-07-02 22:00:00,82560689,1,2023-07-03 11:43:24.150809,2023-07-03 12:12:12.132392
3cb10430-54cd-4eb1-a09f-579f60d4b7a4,522905ce-c357-4711-93bc-9cd6d1a6e588,2023-07-02 22:00:00,82560345,1,2023-07-03 05:46:38.977006,2023-07-03 12:12:19.524393
b47276c7-d3bd-4a2d-bc6d-906315f6b587,00c865b0-519a-46b9-a57d-066b89af2c19,2023-07-02 22:00:00,82560346,1,2023-07-03 10:54:39.640597,2023-07-04 05:42:23.29089
2ce2185e-ff96-4ed8-983f-a193c98b606b,4d608e79-0fd0-4809-9cc7-cdca07a4a59b,2023-07-03 22:00:00,165428,1,2023-07-04 05:45:27.888277,2023-07-04 05:45:36.991087
f0e6681b-469a-4dbb-b7c5-333451e4cb86,a78618a8-ae21-4d29-988a-2b59e2b6919b,2023-07-02 22:00:00,82560342,1,2023-07-03 05:37:13.539817,2023-07-04 05:46:04.77256
d1d30826-acd2-4c29-b1e0-94ca36ca5002,b084465c-2129-498a-b270-527156508790,2023-07-02 22:00:00,82560482,1,2023-07-03 07:24:25.590044,2023-07-04 05:46:41.397698
2e6cdb6f-c488-4b69-90c8-c4a5c9282deb,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5510687,1,2023-07-04 07:46:59.80318,2023-07-04 07:47:04.737776
d50c7398-6c6a-46ba-9702-1fb0ce89b121,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5511224,1,2023-07-04 07:47:26.22268,2023-07-04 07:47:49.144462
85fe824e-fb7f-48ad-9772-3f7fbbc8bfd4,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5512322,1,2023-07-04 07:47:46.815293,2023-07-04 07:47:49.734079
0ce92210-87bc-452a-9702-44a66afb91ce,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5512311,1,2023-07-04 07:48:57.029271,2023-07-04 07:48:58.408873
570f7422-dacf-495e-b6fa-d46d5b42516d,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5510828,1,2023-07-04 07:49:50.216072,2023-07-04 07:50:00.55642
420ba984-bc99-4a06-b601-3c36653254f8,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5512430,1,2023-07-04 07:50:19.676078,2023-07-04 07:50:20.972102
e899f47b-7edd-4d96-9739-0022237ac1f8,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5512402,1,2023-07-04 07:50:41.823869,2023-07-04 07:50:43.423158
2c423263-b0ea-4be8-ab30-d6c3a297bfa1,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5510885,1,2023-07-04 07:51:05.304132,2023-07-04 07:51:17.779953
33f68c87-636d-4436-92d0-64c9fc48c81c,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5511262,1,2023-07-04 07:51:37.790286,2023-07-04 07:51:48.187502
e01d166e-12af-413d-9f0e-f1e1a3003f23,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5512429,1,2023-07-04 07:52:14.418574,2023-07-04 07:52:15.470483
e7bb5bcc-f7f1-435b-96d9-3c33c2ce77dc,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5511225,1,2023-07-04 07:53:12.004981,2023-07-04 07:53:12.937947
5e78ae8d-a4d6-4a9c-94de-3bc46bb413b9,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5512431,1,2023-07-04 07:52:49.496905,2023-07-04 07:53:13.682307
74942f6d-e7d3-4a64-8dcf-8eb27d3f42b9,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5511287,1,2023-07-04 07:54:14.389495,2023-07-04 07:54:16.204703
29d8159a-8c1c-4d03-bbbe-2a37e945587a,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5516886,1,2023-07-04 07:54:32.467074,2023-07-04 07:54:34.635005
dea5cc2b-eb62-4c35-8902-5f121d32ea50,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5516888,1,2023-07-04 07:54:52.035793,2023-07-04 07:54:53.415647
eca30667-c0dd-43b3-b820-b5efa5c6c66b,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5511874,1,2023-07-04 07:55:18.506708,2023-07-04 07:55:20.213959
d8d4f399-57a6-4a67-8941-a9c154b63838,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5516102,1,2023-07-04 07:55:40.437719,2023-07-04 07:55:41.829524
634bd1e5-1340-4308-8dae-b1f9b1821a3a,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5510830,1,2023-07-04 07:56:02.673336,2023-07-04 07:56:04.058593
6b153aed-102e-4b54-8d35-d2d99b7502a7,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5511066,1,2023-07-04 07:56:50.367453,2023-07-04 07:56:51.446979
d8d76420-000b-440b-9917-e33bc7549e80,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5510829,1,2023-07-04 07:56:20.402027,2023-07-04 07:56:52.074796
555fda21-9bea-4208-8f14-b60a3cced91d,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,84130227,1,2023-07-04 07:57:43.955811,2023-07-04 07:57:47.213987
34be0ce9-061b-4854-a455-2c6650b37f06,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-02 22:00:00,5512428,1,2023-07-04 07:58:49.523064,2023-07-04 07:58:50.987737
320d3ae3-3382-4b50-a3ad-fe141a9f849e,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-03 22:00:00,5510831,1,2023-07-04 07:59:54.037042,2023-07-04 07:59:56.051583
a9a984cd-40d0-4080-a7c4-315bce086e93,75935540-1090-4461-b432-d291c5c6a4ce,2023-07-03 22:00:00,5510838,1,2023-07-04 08:00:48.010544,2023-07-04 08:00:57.093532
2b8ad0a5-e958-4119-a261-d839a24456f6,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-03 22:00:00,5512432,1,2023-07-04 08:00:20.543413,2023-07-04 08:00:57.772112
ffddb2cf-78f3-4862-8b3c-c06ef31e8138,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-03 22:00:00,5510887,1,2023-07-04 08:01:45.559851,2023-07-04 08:02:09.90167
46f60beb-373c-4c9f-a3d6-798a5e9340bc,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-03 22:00:00,5517303,1,2023-07-04 08:02:33.153323,2023-07-04 08:02:34.923862
9d389e9f-6387-4d57-8be0-3ead5a18d4c5,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-03 22:00:00,5512433,1,2023-07-04 08:03:37.906397,2023-07-04 08:03:39.457879
18be6a61-dcc5-4448-9f5c-0224541ce32a,75935540-1090-4461-b432-d291c5c6a4ce,2023-07-03 22:00:00,5512305,1,2023-07-04 08:08:05.204373,2023-07-04 08:08:07.04079
46548391-b06e-4e17-a597-f636888af7ca,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-03 22:00:00,5511449,1,2023-07-04 08:26:24.05027,2023-07-04 08:26:25.622437
7c70d104-7ea0-4b4d-a838-6d31f794fe1a,06430243-20b1-4009-afe0-09ca634b7ac0,2023-07-02 22:00:00,82560347,1,2023-07-03 07:57:52.245836,2023-07-04 09:41:41.198299
322a3fdb-b8ee-472a-a20c-75cdcc8cc541,522905ce-c357-4711-93bc-9cd6d1a6e588,2023-07-03 22:00:00,82561025,1,2023-07-04 09:42:11.494572,2023-07-04 09:42:17.867156
c0edbd4f-d576-4da0-8a17-cda4722d2a67,75935540-1090-4461-b432-d291c5c6a4ce,2023-07-03 22:00:00,5510534,1,2023-07-04 09:44:28.705817,2023-07-04 09:44:29.715239
540aee55-a53c-456c-88d9-231202da5f2e,7813a3bd-2323-4eef-9be8-521cd26eb7d8,2023-07-03 22:00:00,82561031,1,2023-07-04 10:41:41.64212,2023-07-04 10:41:44.669847
c627fb1a-d0b0-4c74-a17e-c4e905dfb18e,7813a3bd-2323-4eef-9be8-521cd26eb7d8,2023-07-03 22:00:00,82561033,1,2023-07-04 11:54:56.27434,2023-07-04 11:54:57.658525
e741a16e-5168-4e60-827b-46ffd882c367,8fbf2a21-3e16-4096-b8a3-e4aa3e2b1a5e,2023-07-03 22:00:00,82561028,1,2023-07-04 06:01:28.216244,2023-07-05 04:40:52.472125
04cdc0d8-ca94-4821-9853-a79aa2985e36,1dca4bb9-1ff0-47dc-bb7f-b7bd8e4c67f0,2023-07-03 22:00:00,82561034,1,2023-07-05 04:41:34.095026,2023-07-05 04:41:39.056852
d74b96f3-45fc-4313-ae9c-0353261f48a2,06430243-20b1-4009-afe0-09ca634b7ac0,2023-07-03 22:00:00,82561027,1,2023-07-04 06:00:12.980236,2023-07-05 06:04:20.868411
4795b943-64e4-426e-9ade-ed1ef8e02620,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5512435,1,2023-07-05 06:10:18.408327,2023-07-05 06:17:23.08672
23beab62-7f21-459a-abac-e44071d2e4ab,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5512320,1,2023-07-05 04:45:59.865946,2023-07-05 06:17:26.745616
e1fb9094-8454-4763-8bbd-18c6e953fe02,b084465c-2129-498a-b270-527156508790,2023-07-03 22:00:00,82561024,1,2023-07-04 05:59:18.198462,2023-07-05 06:17:45.022318
560f06bf-ebfd-4dcb-ab33-aa8685dc8a42,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-03 22:00:00,5512434,1,2023-07-05 04:33:43.654373,2023-07-05 08:21:10.546144
e63ea032-f8f6-45ab-94ba-33de82468b60,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5522875,1,2023-07-05 08:28:02.559893,2023-07-05 10:38:11.768325
3a8c0ef6-5cde-40a2-98da-fa55e4252c69,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5515673,1,2023-07-05 08:16:15.83397,2023-07-05 10:38:17.232577
f4ab706e-b339-4b87-a2c2-305507c83491,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5511020,1,2023-07-05 06:15:56.38222,2023-07-05 10:38:28.317306
ae88e2f9-127d-45fe-9ba8-e07b822b79bc,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5511089,1,2023-07-05 06:05:56.541938,2023-07-05 10:38:32.559125
15df7762-436f-486a-b79a-cd7f06c03685,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5511652,1,2023-07-05 07:50:07.92905,2023-07-05 10:38:37.728245
bb659f79-4e86-47d3-a80a-e80d29004657,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5512889,1,2023-07-05 09:01:28.026419,2023-07-05 10:38:40.839764
4f27fc7c-a820-4c56-9969-bb7b2a1b2a8e,d7ad6683-c751-4ebe-b40a-f9b75ce0c498,2023-07-04 22:00:00,82561921,1,2023-07-05 10:43:25.9758,2023-07-05 11:42:59.812905
8567e3b7-a3c5-4df6-a24e-ec856938ed4f,ce4a4c7e-8878-4dc5-9e2d-108b0303437f,2023-07-04 22:00:00,82561912,1,2023-07-05 07:22:46.672457,2023-07-05 11:45:03.999313
cc5fe749-5fff-47da-a71a-3ddc493a06b9,f914c2da-4180-4ddb-b080-c96b99cd0f8c,2023-07-04 22:00:00,82561920,1,2023-07-05 06:10:58.050946,2023-07-05 11:45:30.100603
5dd606e4-56d0-4639-8a2f-a717419df019,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5510833,1,2023-07-05 10:46:40.809529,2023-07-05 11:45:56.461725
61c1190b-26a7-418b-a6f8-e076148fd958,bfb5a862-501f-4a0a-a7a1-5aff5b378ee0,2023-07-04 22:00:00,5522492,1,2023-07-05 12:25:43.944099,2023-07-05 12:25:45.657524
9ce6516a-4389-4655-9942-2afd4fbb4902,522905ce-c357-4711-93bc-9cd6d1a6e588,2023-07-04 22:00:00,82561916,1,2023-07-05 04:32:42.338567,2023-07-05 12:26:11.508131
a00e5530-05a4-4c4f-ae13-3c6c49d31ebf,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5510835,1,2023-07-05 11:48:27.523072,2023-07-06 04:54:06.444019
6c16b195-66de-4ed2-9545-88ed578e7d11,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5523688,1,2023-07-06 04:57:07.857621,2023-07-06 04:57:11.004063
29c4f3b1-2396-4b76-9394-d28eb44c3ae2,00c865b0-519a-46b9-a57d-066b89af2c19,2023-07-04 22:00:00,82561919,1,2023-07-06 04:59:15.736671,2023-07-06 04:59:18.111063
2c4eb3f3-3b57-4b56-9a8f-5d7e96f45e95,7fcf2c89-4118-49d3-b72a-cd6d0ee33beb,2023-07-04 22:00:00,82562248,1,2023-07-06 05:01:53.228034,2023-07-06 05:01:56.202171
2803d731-fe27-41f9-9cb2-d9e512521ac8,522905ce-c357-4711-93bc-9cd6d1a6e588,2023-07-05 22:00:00,82562740,1,2023-07-05 08:17:17.215882,2023-07-06 08:59:32.219544
74aaf230-996d-440f-b2af-c57a595fbf65,ce4a4c7e-8878-4dc5-9e2d-108b0303437f,2023-07-02 22:00:00,82560343,1,2023-07-03 05:34:44.9684,2023-07-06 10:19:11.479339
346e9a26-ad1a-436d-aacd-9ba95ef0e7c9,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5510832,1,2023-07-05 05:33:38.923214,2023-07-06 10:21:16.036973
7a1e327f-d739-44fa-a054-2d50f58b9eee,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-05 22:00:00,5510686,1,2023-07-06 05:09:35.196206,2023-07-06 10:58:20.443777
31db3dbf-3f49-4efd-9a3c-b807169caeaa,1dca4bb9-1ff0-47dc-bb7f-b7bd8e4c67f0,2023-07-05 22:00:00,82562745,1,2023-07-05 08:16:38.715472,2023-07-06 12:34:27.832253
36815b46-0c01-4812-be8d-5d9e8089f286,a78618a8-ae21-4d29-988a-2b59e2b6919b,2023-07-05 22:00:00,82562741,1,2023-07-05 08:16:58.726792,2023-07-07 06:39:45.992791
2a81c166-cb8d-406c-8519-06f6083ac7e5,4d608e79-0fd0-4809-9cc7-cdca07a4a59b,2023-07-04 22:00:00,165269,1,2023-07-05 10:32:23.579132,2023-07-10 07:44:04.192829
66c5fafd-740c-4707-9e2e-751ed5e8b25a,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5523280,1,2023-07-05 08:54:02.987209,2023-08-09 08:28:17.127801
74b403c3-e4fa-4f3d-989b-6328639bf143,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-05 22:00:00,5510834,1,2023-07-06 05:11:04.918636,2023-07-06 06:51:12.876261
1a9f0f07-a74b-4523-8030-88ce97f6b3fa,ce4a4c7e-8878-4dc5-9e2d-108b0303437f,2023-07-04 22:00:00,82561913,1,2023-07-05 05:31:26.608468,2023-07-06 06:52:46.975104
fa59ce61-3fd1-4b8d-9146-46941d7d0bc6,c13c6626-6d56-4abc-a2dc-f2050c4fb85d,2023-07-05 22:00:00,82562721,1,2023-07-06 05:15:31.844611,2023-07-06 06:53:02.451636
c867888f-8ae0-450d-9bda-92a3ce7c0e25,910549bb-e482-4883-91c3-23dc6388dd4a,2023-07-04 22:00:00,5524038,1,2023-07-06 07:43:40.385693,2023-07-06 07:43:44.064612
